General Input/Output section (file.cio):                                        
10/24/2022 12:00:00 AM ARCGIS-SWAT interface AV                                 
                                                                                


 Year  Day Step  FLOWm^3/s    SEDmg/L   ORGNmg/L   ORGPmg/L    NO3mg/L    NH3mg/L    NO2mg/L   MINPmg/L   CBODmg/L  DISOXmg/L   CHLAug/L SOLPSTmg/L SORPSTmg/L  BACTPct/L BACTLPct/LCMETAL1mg/LCMETAL2mg/LCMETAL3mg/L   TEMPdegC
 2017    1      0  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00
 2017    2      0  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00
 2017    3      0  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00
 2017    4      0  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00
 2017    5      0  0.889E+00  0.163E+02  0.539E+00  0.232E+02  0.641E+00  0.180E-01  0.579E-03  0.119E+01  0.194E+01  0.975E+01  0.858E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00
 2017    6      0  0.765E-01  0.124E-03  0.372E-01  0.129E+01  0.192E+01  0.640E-02  0.613E-03  0.174E+00  0.318E-02  0.898E+01  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00
 2017    7      0  0.172E+00  0.229E+02  0.290E+02  0.144E+02  0.156E+01  0.115E+01  0.487E-01  0.102E+01  0.617E+00  0.967E+01  0.707E+02  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00
 2017    8      0  0.115E+01  0.117E+02  0.102E+00  0.152E+02  0.119E+01  0.514E-02  0.301E-03  0.943E+00  0.791E+00  0.915E+01  0.318E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00
 2017    9      0  0.155E+00  0.000E+00  0.113E-01  0.109E+01  0.359E+01  0.264E-02  0.223E-03  0.133E+00  0.598E-02  0.954E+01  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00
 2017   10      0  0.871E-01  0.888E-01  0.230E+01  0.645E+00  0.221E+01  0.944E-01  0.406E-02  0.452E-01  0.000E+00  0.871E+01  0.429E+01  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00
