General Input/Output section (file.cio):                                        
10/24/2022 12:00:00 AM ARCGIS-SWAT interface AV                                 
                                                                                


 Year  Day Step  FLOWm^3/s    SEDmg/L   ORGNmg/L   ORGPmg/L    NO3mg/L    NH3mg/L    NO2mg/L   MINPmg/L   CBODmg/L  DISOXmg/L   CHLAug/L SOLPSTmg/L SORPSTmg/L  BACTPct/L BACTLPct/LCMETAL1mg/LCMETAL2mg/LCMETAL3mg/L   TEMPdegC
 2018    1    0  0.250E-01  0.510E+00
 2018    1    1  0.265E-01  0.498E+00
 2018    1    2  0.293E-01  0.487E+00
 2018    1    3  0.322E-01  0.487E+00
 2018    1    4  0.344E-01  0.494E+00
 2018    1    5  0.358E-01  0.504E+00
 2018    1    6  0.367E-01  0.514E+00
 2018    1    7  0.372E-01  0.522E+00
 2018    1    8  0.375E-01  0.528E+00
 2018    1    9  0.377E-01  0.533E+00
 2018    1   10  0.378E-01  0.537E+00
 2018    1   11  0.378E-01  0.539E+00
 2018    1   12  0.379E-01  0.541E+00
 2018    1   13  0.379E-01  0.543E+00
 2018    1   14  0.379E-01  0.544E+00
 2018    1   15  0.379E-01  0.544E+00
 2018    1   16  0.379E-01  0.545E+00
 2018    1   17  0.379E-01  0.545E+00
 2018    1   18  0.379E-01  0.545E+00
 2018    1   19  0.379E-01  0.545E+00
 2018    1   20  0.379E-01  0.545E+00
 2018    1   21  0.379E-01  0.545E+00
 2018    1   22  0.379E-01  0.545E+00
 2018    1   23  0.379E-01  0.545E+00
 2018    1   24  0.379E-01  0.545E+00
 2018    1   25  0.379E-01  0.545E+00
 2018    1   26  0.379E-01  0.545E+00
 2018    1   27  0.379E-01  0.545E+00
 2018    1   28  0.379E-01  0.545E+00
 2018    1   29  0.379E-01  0.545E+00
 2018    1   30  0.379E-01  0.545E+00
 2018    1   31  0.379E-01  0.545E+00
 2018    1   32  0.379E-01  0.545E+00
 2018    1   33  0.379E-01  0.545E+00
 2018    1   34  0.379E-01  0.545E+00
 2018    1   35  0.379E-01  0.545E+00
 2018    1   36  0.379E-01  0.545E+00
 2018    1   37  0.379E-01  0.545E+00
 2018    1   38  0.379E-01  0.545E+00
 2018    1   39  0.379E-01  0.545E+00
 2018    1   40  0.379E-01  0.545E+00
 2018    1   41  0.379E-01  0.545E+00
 2018    1   42  0.379E-01  0.545E+00
 2018    1   43  0.379E-01  0.545E+00
 2018    1   44  0.379E-01  0.545E+00
 2018    1   45  0.379E-01  0.545E+00
 2018    1   46  0.379E-01  0.545E+00
 2018    1   47  0.379E-01  0.545E+00
 2018    1   48  0.379E-01  0.545E+00
 2018    1   49  0.379E-01  0.545E+00
 2018    1   50  0.379E-01  0.545E+00
 2018    1   51  0.379E-01  0.545E+00
 2018    1   52  0.379E-01  0.545E+00
 2018    1   53  0.379E-01  0.545E+00
 2018    1   54  0.379E-01  0.545E+00
 2018    1   55  0.379E-01  0.545E+00
 2018    1   56  0.379E-01  0.545E+00
 2018    1   57  0.379E-01  0.545E+00
 2018    1   58  0.379E-01  0.545E+00
 2018    1   59  0.384E-01  0.711E+00
 2018    1   60  0.485E-01  0.829E+01
 2018    1   61  0.123E+00  0.370E+02
 2018    1   62  0.333E+00  0.458E+02
 2018    1   63  0.592E+00  0.460E+02
 2018    1   64  0.724E+00  0.417E+02
 2018    1   65  0.816E+00  0.363E+02
 2018    1   66  0.106E+01  0.319E+02
 2018    1   67  0.132E+01  0.298E+02
 2018    1   68  0.140E+01  0.316E+02
 2018    1   69  0.155E+01  0.354E+02
 2018    1   70  0.200E+01  0.373E+02
 2018    1   71  0.299E+01  0.321E+02
 2018    1   72  0.539E+01  0.274E+02
 2018    1   73  0.859E+01  0.249E+02
 2018    1   74  0.100E+02  0.233E+02
 2018    1   75  0.895E+01  0.220E+02
 2018    1   76  0.712E+01  0.206E+02
 2018    1   77  0.561E+01  0.191E+02
 2018    1   78  0.444E+01  0.177E+02
 2018    1   79  0.340E+01  0.167E+02
 2018    1   80  0.243E+01  0.160E+02
 2018    1   81  0.160E+01  0.157E+02
 2018    1   82  0.993E+00  0.155E+02
 2018    1   83  0.606E+00  0.151E+02
 2018    1   84  0.371E+00  0.145E+02
 2018    1   85  0.233E+00  0.136E+02
 2018    1   86  0.151E+00  0.123E+02
 2018    1   87  0.104E+00  0.106E+02
 2018    1   88  0.761E-01  0.873E+01
 2018    1   89  0.601E-01  0.687E+01
 2018    1   90  0.508E-01  0.519E+01
 2018    1   91  0.454E-01  0.384E+01
 2018    1   92  0.422E-01  0.282E+01
 2018    1   93  0.651E-01  0.131E+02
 2018    1   94  0.229E+00  0.167E+02
 2018    1   95  0.692E+00  0.162E+02
 2018    2    0  0.140E+01  0.154E+02
 2018    2    1  0.200E+01  0.138E+02
 2018    2    2  0.218E+01  0.127E+02
 2018    2    3  0.193E+01  0.118E+02
 2018    2    4  0.150E+01  0.110E+02
